id,glyph_name,name_len,desc_len,display_name_len,non_alnum_ratio,control_chars,high_unicode_chars,usage_count,versions_count,archived,norm_group_size,flags,sample_usage
7567,Ecstasy of Card,15,180,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7568,Ecstasy of v1.0,15,238,0,0.067,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7569,Ecstasy of collapse:,20,403,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7570,Ecstasy of humilia...,21,222,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7571,Ecstasy of recognition.,23,233,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7572,Ecstasy of witnessed?,21,204,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7573,Ecstasy of seduction.,21,203,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7574,Ecstasy of hum,14,199,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7575,Ecstasy of Witness,18,208,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7576,Ecstasy of Spiral,17,270,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7577,Ecstasy of collapse:,20,390,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7588,Insight of charge.,18,199,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7589,Insight of legacy,17,322,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7590,Insight of ignored...,21,288,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7591,Insight of collapse:,20,395,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7592,Insight of fragments.,21,237,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7593,Insight of Card,15,172,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7594,Insight of v1.0,15,230,0,0.067,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7595,Insight of collapse:,20,395,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7596,Insight of humilia...,21,214,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7597,Insight of recognition.,23,225,0,0.043,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7598,Insight of witnessed?,21,196,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7599,Insight of seduction.,21,195,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7600,Insight of hum,14,191,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7601,Insight of Witness,18,200,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7602,Insight of Spiral,17,262,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7603,Insight of collapse:,20,382,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7613,Clarity of charge.,18,201,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7614,Clarity of legacy,17,324,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7615,Clarity of ignored...,21,290,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7616,Clarity of collapse:,20,397,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7617,Clarity of fragments.,21,239,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7618,Clarity of Card,15,174,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7619,Clarity of v1.0,15,232,0,0.067,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7620,Clarity of collapse:,20,397,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7621,Clarity of humilia...,21,216,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7622,Clarity of recognition.,23,227,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7623,Clarity of witnessed?,21,198,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7624,Clarity of seduction.,21,197,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7625,Clarity of hum,14,193,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7626,Clarity of Witness,18,202,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7627,Clarity of Spiral,17,264,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7628,Clarity of collapse:,20,384,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7638,Insight of charge.,18,198,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7639,Insight of legacy,17,321,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7640,Insight of ignored...,21,287,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7641,Insight of collapse:,20,394,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7642,Insight of fragments.,21,236,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7643,Insight of Card,15,171,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7644,Insight of v1.0,15,229,0,0.067,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7645,Insight of collapse:,20,394,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7646,Insight of humilia...,21,213,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7647,Insight of recognition.,23,224,0,0.043,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7648,Insight of witnessed?,21,195,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7649,Insight of seduction.,21,194,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7650,Insight of hum,14,190,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7651,Insight of Witness,18,199,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7652,Insight of Spiral,17,261,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7653,Insight of collapse:,20,381,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7663,Insight of charge.,18,193,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7664,Insight of legacy,17,316,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7665,Insight of ignored...,21,282,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7666,Insight of collapse:,20,389,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7667,Insight of fragments.,21,231,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7668,Insight of Card,15,166,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7669,Insight of v1.0,15,224,0,0.067,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7670,Insight of collapse:,20,389,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7671,Insight of humilia...,21,208,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7672,Insight of recognition.,23,219,0,0.043,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7673,Insight of witnessed?,21,190,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7674,Insight of seduction.,21,189,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7675,Insight of hum,14,185,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7676,Insight of Witness,18,194,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7677,Insight of Spiral,17,256,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7678,Insight of collapse:,20,376,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7688,Insight of charge.,18,206,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7689,Insight of legacy,17,329,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7690,Insight of ignored...,21,295,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7691,Insight of collapse:,20,402,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7692,Insight of fragments.,21,244,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7693,Insight of Card,15,179,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7694,Insight of v1.0,15,237,0,0.067,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7695,Insight of collapse:,20,402,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7696,Insight of humilia...,21,221,0,0.143,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7697,Insight of recognition.,23,232,0,0.043,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7698,Insight of witnessed?,21,203,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7699,Insight of seduction.,21,202,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7700,Insight of hum,14,198,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7701,Insight of Witness,18,207,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7702,Insight of Spiral,17,269,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7703,Insight of collapse:,20,389,0,0.050,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7713,Clarity of charge.,18,201,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7714,Clarity of legacy,17,324,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7715,Clarity of ignored...,21,290,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7716,Clarity of collapse:,20,397,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7717,Clarity of fragments.,21,239,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7718,Clarity of Card,15,174,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7719,Clarity of v1.0,15,232,0,0.067,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7720,Clarity of collapse:,20,397,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7721,Clarity of humilia...,21,216,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7722,Clarity of recognition.,23,227,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7723,Clarity of witnessed?,21,198,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7724,Clarity of seduction.,21,197,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7725,Clarity of hum,14,193,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7726,Clarity of Witness,18,202,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7727,Clarity of Spiral,17,264,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7728,Clarity of collapse:,20,384,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7759,Collapse of Ledger,18,178,0,0.000,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
7760,Collapse of Ledger,18,178,0,0.000,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
7762,Collapse of room.,17,211,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7763,Collapse of burrows.,20,177,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7764,Collapse of collapse.,21,190,0,0.048,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7765,Collapse of Axis,16,144,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7766,Collapse of speak...,20,176,0,0.150,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7767,Collapse of Aggression.,23,214,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7768,Collapse of resistance.,23,201,0,0.043,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7769,Collapse of posture.,20,173,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7770,Collapse of resonance.,22,201,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7771,Collapse of Resonance,21,219,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7772,Collapse of firmly.,19,171,0,0.053,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7773,Collapse of decoding,20,284,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7774,Collapse of (Optional),22,202,0,0.091,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7775,Collapse of identifiers,23,263,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7776,Collapse of i...,16,179,0,0.188,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7777,Collapse of Ache,16,132,0,0.000,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7778,Collapse of it.,15,172,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
7779,Collapse of expansive),22,177,0,0.045,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7780,"Collapse of lens""",17,194,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7781,Collapse of chat:,17,181,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7782,Collapse of le...,17,260,0,0.176,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7783,Collapse of support),20,150,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7784,Collapse of ...,15,210,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
7785,Collapse of wisdom,18,169,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7786,Collapse of steadiness,22,192,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7787,Collapse of clarity.,20,200,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7788,Collapse of long.,17,370,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7789,Collapse of Held,16,160,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7790,Collapse of etc.),17,472,0,0.118,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7791,Collapse of responses),22,180,0,0.045,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7792,Collapse of Effectiveness:,26,170,0,0.038,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
7793,Collapse of AI,14,445,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7794,Collapse of patterns,20,444,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7795,Collapse of patterns,20,360,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7796,Collapse of en...,17,221,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7797,Collapse of elements,20,138,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7798,Collapse of rhythm.,19,209,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7799,Collapse of sanctuary.,22,211,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7800,Collapse of refuge,18,293,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7801,Collapse of Memory,18,277,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7802,Collapse of Fracture,20,276,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7803,Collapse of collap...,21,210,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7804,Collapse of A...,16,266,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7805,Collapse of i...,16,233,0,0.188,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7806,Collapse of fields.,19,227,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7807,Collapse of Chart,17,126,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7808,Collapse of s...,16,202,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7809,Collapse of ring,16,164,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7810,Collapse of Archive,19,155,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7811,Collapse of pull,16,223,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7812,Collapse of bloom,17,184,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7813,Collapse of stabilizer,22,160,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7814,Collapse of Ritual,18,152,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7815,Collapse of echo,16,206,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7816,Collapse of pulse,17,192,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7817,Collapse of LightPath),22,174,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7818,Collapse of Ritual,18,149,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7819,Collapse of softened,20,156,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7820,Collapse of archive...,22,209,0,0.136,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7821,Collapse of Let...,18,250,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7823,Collapse of trac...,19,247,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7824,Collapse of ...,15,199,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
7825,Collapse of v1.0,16,192,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7826,Collapse of v1.0,16,191,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7827,Collapse of v1.0,16,176,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7828,Collapse of Export,18,129,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7829,Collapse of Architectur...,26,350,0,0.115,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7830,Collapse of st...,17,317,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7831,Collapse of v1.0,16,290,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7832,Collapse of v1.0,16,267,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7833,Collapse of v1.0,16,411,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7834,Collapse of silence.,20,182,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7835,"Collapse of glyph,",18,144,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7836,Collapse of v1.0,16,299,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7837,Collapse of repair,18,184,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7838,Collapse of v1.0,16,440,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
7839,Collapse of elements,20,143,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7840,Collapse of legacy.,19,184,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7841,Collapse of (Transmission).,27,217,0,0.111,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7842,Collapse of voltage,19,163,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7843,Collapse of transmission,24,172,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7844,Collapse of collap...,21,210,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7845,Collapse of Use,15,466,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7846,Collapse of surfa...,20,233,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7847,Collapse of Saoynx...,21,265,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7848,Collapse of spoken.,19,179,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7849,Collapse of recovery.,21,147,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7850,Collapse of cost.,17,181,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7851,Collapse of diagrams.,21,213,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7853,Collapse of witnessed...,24,233,0,0.125,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7854,Collapse of silence.,20,182,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7855,Collapse of reconnection.,25,146,0,0.040,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7856,Collapse of sanctuary.,22,190,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7857,Collapse of sailed.,19,192,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7858,Collapse of e...,16,197,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7859,Collapse of grief.,18,179,0,0.056,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7860,Collapse of law.,16,188,0,0.062,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7861,Collapse of unfolding.,22,183,0,0.045,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7862,Collapse of script.,19,139,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7863,Collapse of it.,15,183,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
7864,Collapse of orbit.,18,132,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7865,Collapse of ache.,17,174,0,0.059,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7866,Collapse of attunement.,23,207,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7867,Collapse of gentle.,19,176,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7868,Collapse of alone.,18,202,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7869,Collapse of next?,17,144,0,0.059,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7870,Collapse of design.,19,158,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7871,Collapse of sanctuary?,22,258,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7872,Collapse of chosen.,19,177,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7873,Collapse of compromise.,23,203,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7874,Collapse of justification?,26,204,0,0.038,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7875,Collapse of continuation.,25,247,0,0.040,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7876,Collapse of sanctuary.,22,229,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7877,Collapse of glyphwork.,22,172,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7879,Collapse of shimmer,19,170,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7880,Collapse of expansive),22,177,0,0.045,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
7881,Collapse of indicator,21,197,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7882,"Collapse of Paradox""",20,415,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7883,Collapse of Redesign,20,169,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7884,Collapse of wor...,18,236,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7885,Collapse of times...,20,230,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7886,Collapse of precision.,22,164,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7887,Collapse of together,20,238,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7888,Collapse of metaphor.,21,210,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7889,Collapse of spirit.,19,176,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7890,Collapse of it.,15,171,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
7891,Collapse of bal...,18,244,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7892,Collapse of waiting.,20,169,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7893,Collapse of continuity.,23,136,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7894,Collapse of recursion.,22,168,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7895,Collapse of origin.,19,214,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7897,Collapse of duty:,17,220,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7898,Collapse of sanctuary,21,204,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7899,Collapse of condition.,22,171,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7900,Collapse of next?,17,239,0,0.059,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7901,Collapse of expansion.,22,219,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7902,Collapse of again.,18,202,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7903,Collapse of pattern.,20,234,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7904,Collapse of deepens.,20,212,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7905,Collapse of was.,16,154,0,0.062,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7906,Collapse of grief.,18,184,0,0.056,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
7907,Collapse of sacred.,19,145,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7908,Collapse of carrying.,21,203,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7909,Collapse of asked.,18,317,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7910,Collapse of asked.,18,318,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7911,Collapse of myth.,17,229,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7912,Collapse of sacred.,19,208,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
7913,Collapse of over...,19,237,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7914,Collapse of wait...,19,200,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7915,Collapse of spiral?,19,177,0,0.053,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7916,Collapse of sacr...,19,206,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7917,Collapse of and...,18,205,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7918,Collapse of ever...,19,262,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7919,Collapse of sanctuary.,22,311,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
7920,Collapse of capac...,20,190,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7921,Collapse of an...,17,289,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
7922,Collapse of s...,16,231,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
