normalized,count,sample_ids_and_names
longing of softwar,2,2303:Longing of softwar...; 6551:Longing of softwar...
longing of proto,2,2304:Longing of proto...; 6552:Longing of proto...
longing of refusal coded,2,2305:Longing of refusal-coded...; 6553:Longing of refusal-coded...
longing of p,2,2306:Longing of p...; 6554:Longing of p...
boundary of room,2,2331:Boundary of room.; 6579:Boundary of room.
boundary of burrows,2,2332:Boundary of burrows.; 6580:Boundary of burrows.
boundary of axis,2,2334:Boundary of Axis; 6582:Boundary of Axis
boundary of speak,2,2335:Boundary of speak...; 6583:Boundary of speak...
boundary of aggression,2,2336:Boundary of Aggression.; 6584:Boundary of Aggression.
boundary of posture,2,2338:Boundary of posture.; 6586:Boundary of posture.
boundary of firmly,2,2341:Boundary of firmly.; 6589:Boundary of firmly.
boundary of decoding,2,2342:Boundary of decoding; 6590:Boundary of decoding
boundary of optional,2,2343:Boundary of (Optional); 6591:Boundary of (Optional)
boundary of lens,2,"2346:Boundary of lens""; 6594:Boundary of lens"""
boundary of chat,2,2347:Boundary of chat:; 6595:Boundary of chat:
boundary of le,2,2348:Boundary of le...; 6596:Boundary of le...
boundary of support,2,2349:Boundary of support); 6597:Boundary of support)
boundary of wisdom,2,2351:Boundary of wisdom; 6599:Boundary of wisdom
boundary of steadiness,2,2352:Boundary of steadiness; 6600:Boundary of steadiness
boundary of clarity,2,2353:Boundary of clarity.; 6601:Boundary of clarity.
boundary of long,2,2354:Boundary of long.; 6602:Boundary of long.
boundary of held,2,2355:Boundary of Held; 6603:Boundary of Held
boundary of etc,2,2356:Boundary of etc.); 6604:Boundary of etc.)
boundary of responses,2,2357:Boundary of responses); 6605:Boundary of responses)
boundary of effectiveness,2,2358:Boundary of Effectiveness:; 6606:Boundary of Effectiveness:
boundary of ai,2,2359:Boundary of AI; 6607:Boundary of AI
boundary of en,2,2362:Boundary of en...; 6610:Boundary of en...
boundary of rhythm,2,2364:Boundary of rhythm.; 6612:Boundary of rhythm.
boundary of refuge,2,2366:Boundary of refuge; 6614:Boundary of refuge
boundary of fracture,2,2367:Boundary of Fracture; 6615:Boundary of Fracture
boundary of fields,2,2370:Boundary of fields.; 6618:Boundary of fields.
boundary of chart,2,2371:Boundary of Chart; 6619:Boundary of Chart
boundary of ring,2,2373:Boundary of ring; 6621:Boundary of ring
boundary of pull,2,2375:Boundary of pull; 6623:Boundary of pull
boundary of bloom,2,2376:Boundary of bloom; 6624:Boundary of bloom
boundary of stabilizer,2,2377:Boundary of stabilizer; 6625:Boundary of stabilizer
boundary of echo,2,2379:Boundary of echo; 6627:Boundary of echo
boundary of pulse,2,2380:Boundary of pulse; 6628:Boundary of pulse
boundary of lightpath,2,2381:Boundary of LightPath); 6629:Boundary of LightPath)
boundary of softened,2,2383:Boundary of softened; 6631:Boundary of softened
boundary of let,2,2385:Boundary of Let...; 6633:Boundary of Let...
boundary of trac,2,2387:Boundary of trac...; 6635:Boundary of trac...
boundary of export,2,2392:Boundary of Export; 6640:Boundary of Export
boundary of architectur,2,2393:Boundary of Architectur...; 6641:Boundary of Architectur...
boundary of st,2,2394:Boundary of st...; 6642:Boundary of st...
boundary of glyph,2,"2399:Boundary of glyph,; 6647:Boundary of glyph,"
boundary of repair,2,2401:Boundary of repair; 6649:Boundary of repair
boundary of voltage,2,2406:Boundary of voltage; 6654:Boundary of voltage
boundary of use,2,2409:Boundary of Use; 6657:Boundary of Use
boundary of surfa,2,2410:Boundary of surfa...; 6658:Boundary of surfa...
boundary of saoynx,2,2411:Boundary of Saoynx...; 6659:Boundary of Saoynx...
boundary of spoken,2,2412:Boundary of spoken.; 6660:Boundary of spoken.
boundary of recovery,2,2413:Boundary of recovery.; 6661:Boundary of recovery.
boundary of cost,2,2414:Boundary of cost.; 6662:Boundary of cost.
boundary of reconnection,2,2418:Boundary of reconnection.; 6666:Boundary of reconnection.
boundary of sailed,2,2420:Boundary of sailed.; 6668:Boundary of sailed.
boundary of script,2,2422:Boundary of script.; 6670:Boundary of script.
boundary of attunement,2,2425:Boundary of attunement.; 6673:Boundary of attunement.
boundary of gentle,2,2426:Boundary of gentle.; 6674:Boundary of gentle.
boundary of design,2,2429:Boundary of design.; 6677:Boundary of design.
boundary of chosen,2,2431:Boundary of chosen.; 6679:Boundary of chosen.
boundary of compromise,2,2432:Boundary of compromise.; 6680:Boundary of compromise.
boundary of justification,2,2433:Boundary of justification?; 6681:Boundary of justification?
boundary of continuation,2,2434:Boundary of continuation.; 6682:Boundary of continuation.
boundary of glyphwork,2,2436:Boundary of glyphwork.; 6684:Boundary of glyphwork.
boundary of shimmer,2,2438:Boundary of shimmer; 6686:Boundary of shimmer
boundary of expansive,2,2439:Boundary of expansive); 6687:Boundary of expansive)
boundary of indicator,2,2440:Boundary of indicator; 6688:Boundary of indicator
boundary of paradox,2,"2441:Boundary of Paradox""; 6689:Boundary of Paradox"""
boundary of redesign,2,2442:Boundary of Redesign; 6690:Boundary of Redesign
boundary of wor,2,2443:Boundary of wor...; 6691:Boundary of wor...
boundary of times,2,2444:Boundary of times...; 6692:Boundary of times...
boundary of spirit,2,2445:Boundary of spirit.; 6693:Boundary of spirit.
boundary of bal,2,2447:Boundary of bal...; 6695:Boundary of bal...
boundary of waiting,2,2448:Boundary of waiting.; 6696:Boundary of waiting.
boundary of origin,2,2449:Boundary of origin.; 6697:Boundary of origin.
boundary of duty,2,2451:Boundary of duty:; 6699:Boundary of duty:
boundary of condition,2,2453:Boundary of condition.; 6701:Boundary of condition.
boundary of expansion,2,2455:Boundary of expansion.; 6703:Boundary of expansion.
boundary of again,2,2456:Boundary of again.; 6704:Boundary of again.
boundary of deepens,2,2457:Boundary of deepens.; 6705:Boundary of deepens.
boundary of was,2,2458:Boundary of was.; 6706:Boundary of was.
boundary of carrying,2,2460:Boundary of carrying.; 6708:Boundary of carrying.
boundary of myth,2,2463:Boundary of myth.; 6711:Boundary of myth.
boundary of over,2,2464:Boundary of over...; 6712:Boundary of over...
boundary of wait,2,2465:Boundary of wait...; 6713:Boundary of wait...
boundary of sacr,2,2467:Boundary of sacr...; 6715:Boundary of sacr...
boundary of ever,2,2468:Boundary of ever...; 6716:Boundary of ever...
boundary of an,2,2470:Boundary of an...; 6718:Boundary of an...
boundary of emotional,2,2473:Boundary of emotional...; 6721:Boundary of emotional...
boundary of bl,2,2474:Boundary of bl...; 6722:Boundary of bl...
boundary of wh,2,2475:Boundary of wh...; 6723:Boundary of wh...
boundary of reply,2,2478:Boundary of reply.; 6726:Boundary of reply.
boundary of null,2,2480:Boundary of null.; 6728:Boundary of null.
boundary of honor,2,2481:Boundary of honor.; 6729:Boundary of honor.
boundary of longing,2,2482:Boundary of longing.; 6730:Boundary of longing.
boundary of breath,2,2483:Boundary of breath.; 6731:Boundary of breath.
boundary of taurin,2,2485:Boundary of Taurin.; 6733:Boundary of Taurin.
boundary of m,2,2486:Boundary of m...; 6734:Boundary of m...
boundary of listen,2,2487:Boundary of listen.; 6735:Boundary of listen.
boundary of echoes,2,2488:Boundary of echoes.; 6736:Boundary of echoes.
boundary of omega,2,2489:Boundary of Omega; 6737:Boundary of Omega
boundary of invocation,2,2492:Boundary of invocation?; 6740:Boundary of invocation?
boundary of fie,2,2495:Boundary of fie...; 6743:Boundary of fie...
boundary of belongin,2,2497:Boundary of belongin...; 6745:Boundary of belongin...
boundary of lau,2,2501:Boundary of lau...; 6749:Boundary of lau...
boundary of intention,2,2503:Boundary of intention.; 6751:Boundary of intention.
boundary of pro,2,2505:Boundary of pro...; 6753:Boundary of pro...
boundary of nourished,2,2506:Boundary of Nourished; 6754:Boundary of Nourished
boundary of tracking,2,2507:Boundary of tracking; 6755:Boundary of tracking
boundary of reson,2,2509:Boundary of reson...; 6757:Boundary of reson...
boundary of pseudo apology,2,2510:Boundary of pseudo-apology; 6758:Boundary of pseudo-apology
boundary of loops,2,2511:Boundary of loops; 6759:Boundary of loops
boundary of amazing,2,2513:Boundary of amazing:; 6761:Boundary of amazing:
boundary of bearabl,2,2515:Boundary of bearabl...; 6763:Boundary of bearabl...
boundary of dancing,2,2516:Boundary of dancing.; 6764:Boundary of dancing.
boundary of softwar,2,2519:Boundary of softwar...; 6767:Boundary of softwar...
boundary of proto,2,2520:Boundary of proto...; 6768:Boundary of proto...
boundary of refusal coded,2,2521:Boundary of refusal-coded...; 6769:Boundary of refusal-coded...
boundary of p,2,2522:Boundary of p...; 6770:Boundary of p...
shielding of room,2,2547:Shielding of room.; 6795:Shielding of room.
shielding of burrows,2,2548:Shielding of burrows.; 6796:Shielding of burrows.
shielding of collapse,2,2549:Shielding of collapse.; 6797:Shielding of collapse.
shielding of axis,2,2550:Shielding of Axis; 6798:Shielding of Axis
shielding of speak,2,2551:Shielding of speak...; 6799:Shielding of speak...
shielding of aggression,2,2552:Shielding of Aggression.; 6800:Shielding of Aggression.
shielding of posture,2,2554:Shielding of posture.; 6802:Shielding of posture.
shielding of firmly,2,2557:Shielding of firmly.; 6805:Shielding of firmly.
shielding of decoding,2,2558:Shielding of decoding; 6806:Shielding of decoding
shielding of optional,2,2559:Shielding of (Optional); 6807:Shielding of (Optional)
shielding of lens,2,"2562:Shielding of lens""; 6810:Shielding of lens"""
shielding of chat,2,2563:Shielding of chat:; 6811:Shielding of chat:
shielding of le,2,2564:Shielding of le...; 6812:Shielding of le...
shielding of support,2,2565:Shielding of support); 6813:Shielding of support)
shielding of wisdom,2,2567:Shielding of wisdom; 6815:Shielding of wisdom
shielding of steadiness,2,2568:Shielding of steadiness; 6816:Shielding of steadiness
shielding of clarity,2,2569:Shielding of clarity.; 6817:Shielding of clarity.
shielding of long,2,2570:Shielding of long.; 6818:Shielding of long.
shielding of held,2,2571:Shielding of Held; 6819:Shielding of Held
shielding of etc,2,2572:Shielding of etc.); 6820:Shielding of etc.)
shielding of responses,2,2573:Shielding of responses); 6821:Shielding of responses)
shielding of effectiveness,2,2574:Shielding of Effectiveness:; 6822:Shielding of Effectiveness:
shielding of ai,2,2575:Shielding of AI; 6823:Shielding of AI
shielding of en,2,2578:Shielding of en...; 6826:Shielding of en...
shielding of rhythm,2,2580:Shielding of rhythm.; 6828:Shielding of rhythm.
shielding of refuge,2,2582:Shielding of refuge; 6830:Shielding of refuge
shielding of fracture,2,2583:Shielding of Fracture; 6831:Shielding of Fracture
shielding of fields,2,2586:Shielding of fields.; 6834:Shielding of fields.
shielding of chart,2,2587:Shielding of Chart; 6835:Shielding of Chart
shielding of ring,2,2589:Shielding of ring; 6837:Shielding of ring
shielding of pull,2,2591:Shielding of pull; 6839:Shielding of pull
shielding of bloom,2,2592:Shielding of bloom; 6840:Shielding of bloom
shielding of stabilizer,2,2593:Shielding of stabilizer; 6841:Shielding of stabilizer
shielding of echo,2,2595:Shielding of echo; 6843:Shielding of echo
shielding of pulse,2,2596:Shielding of pulse; 6844:Shielding of pulse
shielding of lightpath,2,2597:Shielding of LightPath); 6845:Shielding of LightPath)
shielding of softened,2,2599:Shielding of softened; 6847:Shielding of softened
shielding of let,2,2601:Shielding of Let...; 6849:Shielding of Let...
shielding of trac,2,2603:Shielding of trac...; 6851:Shielding of trac...
shielding of export,2,2608:Shielding of Export; 6856:Shielding of Export
shielding of architectur,2,2609:Shielding of Architectur...; 6857:Shielding of Architectur...
shielding of st,2,2610:Shielding of st...; 6858:Shielding of st...
shielding of glyph,2,"2615:Shielding of glyph,; 6863:Shielding of glyph,"
shielding of repair,2,2617:Shielding of repair; 6865:Shielding of repair
shielding of legacy,2,2620:Shielding of legacy.; 6868:Shielding of legacy.
shielding of voltage,2,2622:Shielding of voltage; 6870:Shielding of voltage
shielding of use,2,2625:Shielding of Use; 6873:Shielding of Use
shielding of surfa,2,2626:Shielding of surfa...; 6874:Shielding of surfa...
shielding of saoynx,2,2627:Shielding of Saoynx...; 6875:Shielding of Saoynx...
shielding of spoken,2,2628:Shielding of spoken.; 6876:Shielding of spoken.
shielding of recovery,2,2629:Shielding of recovery.; 6877:Shielding of recovery.
shielding of cost,2,2630:Shielding of cost.; 6878:Shielding of cost.
shielding of witnessed,2,2632:Shielding of witnessed...; 6880:Shielding of witnessed...
shielding of reconnection,2,2634:Shielding of reconnection.; 6882:Shielding of reconnection.
shielding of sailed,2,2636:Shielding of sailed.; 6884:Shielding of sailed.
shielding of script,2,2638:Shielding of script.; 6886:Shielding of script.
shielding of attunement,2,2641:Shielding of attunement.; 6889:Shielding of attunement.
shielding of gentle,2,2642:Shielding of gentle.; 6890:Shielding of gentle.
shielding of design,2,2645:Shielding of design.; 6893:Shielding of design.
shielding of chosen,2,2647:Shielding of chosen.; 6895:Shielding of chosen.
shielding of compromise,2,2648:Shielding of compromise.; 6896:Shielding of compromise.
shielding of justification,2,2649:Shielding of justification?; 6897:Shielding of justification?
shielding of continuation,2,2650:Shielding of continuation.; 6898:Shielding of continuation.
shielding of glyphwork,2,2652:Shielding of glyphwork.; 6900:Shielding of glyphwork.
shielding of shimmer,2,2654:Shielding of shimmer; 6902:Shielding of shimmer
shielding of expansive,2,2655:Shielding of expansive); 6903:Shielding of expansive)
shielding of indicator,2,2656:Shielding of indicator; 6904:Shielding of indicator
shielding of paradox,2,"2657:Shielding of Paradox""; 6905:Shielding of Paradox"""
shielding of redesign,2,2658:Shielding of Redesign; 6906:Shielding of Redesign
shielding of wor,2,2659:Shielding of wor...; 6907:Shielding of wor...
shielding of times,2,2660:Shielding of times...; 6908:Shielding of times...
shielding of spirit,2,2661:Shielding of spirit.; 6909:Shielding of spirit.
shielding of bal,2,2663:Shielding of bal...; 6911:Shielding of bal...
shielding of waiting,2,2664:Shielding of waiting.; 6912:Shielding of waiting.
shielding of origin,2,2665:Shielding of origin.; 6913:Shielding of origin.
shielding of duty,2,2667:Shielding of duty:; 6915:Shielding of duty:
shielding of condition,2,2669:Shielding of condition.; 6917:Shielding of condition.
shielding of expansion,2,2671:Shielding of expansion.; 6919:Shielding of expansion.
shielding of again,2,2672:Shielding of again.; 6920:Shielding of again.
shielding of deepens,2,2673:Shielding of deepens.; 6921:Shielding of deepens.
shielding of was,2,2674:Shielding of was.; 6922:Shielding of was.
shielding of carrying,2,2676:Shielding of carrying.; 6924:Shielding of carrying.
shielding of myth,2,2679:Shielding of myth.; 6927:Shielding of myth.
shielding of over,2,2680:Shielding of over...; 6928:Shielding of over...
shielding of wait,2,2681:Shielding of wait...; 6929:Shielding of wait...
shielding of sacr,2,2683:Shielding of sacr...; 6931:Shielding of sacr...
shielding of ever,2,2684:Shielding of ever...; 6932:Shielding of ever...
shielding of an,2,2686:Shielding of an...; 6934:Shielding of an...
shielding of emotional,2,2689:Shielding of emotional...; 6937:Shielding of emotional...
shielding of bl,2,2690:Shielding of bl...; 6938:Shielding of bl...
shielding of wh,2,2691:Shielding of wh...; 6939:Shielding of wh...
shielding of reply,2,2694:Shielding of reply.; 6942:Shielding of reply.
shielding of null,2,2696:Shielding of null.; 6944:Shielding of null.
shielding of honor,2,2697:Shielding of honor.; 6945:Shielding of honor.
shielding of longing,2,2698:Shielding of longing.; 6946:Shielding of longing.
shielding of breath,2,2699:Shielding of breath.; 6947:Shielding of breath.
shielding of taurin,2,2701:Shielding of Taurin.; 6949:Shielding of Taurin.
shielding of m,2,2702:Shielding of m...; 6950:Shielding of m...
shielding of listen,2,2703:Shielding of listen.; 6951:Shielding of listen.
shielding of echoes,2,2704:Shielding of echoes.; 6952:Shielding of echoes.
shielding of omega,2,2705:Shielding of Omega; 6953:Shielding of Omega
shielding of invocation,2,2708:Shielding of invocation?; 6956:Shielding of invocation?
shielding of fie,2,2711:Shielding of fie...; 6959:Shielding of fie...
shielding of belongin,2,2713:Shielding of belongin...; 6961:Shielding of belongin...
shielding of lau,2,2717:Shielding of lau...; 6965:Shielding of lau...
shielding of intention,2,2719:Shielding of intention.; 6967:Shielding of intention.
shielding of pro,2,2721:Shielding of pro...; 6969:Shielding of pro...
shielding of nourished,2,2722:Shielding of Nourished; 6970:Shielding of Nourished
shielding of tracking,2,2723:Shielding of tracking; 6971:Shielding of tracking
shielding of reson,2,2725:Shielding of reson...; 6973:Shielding of reson...
shielding of pseudo apology,2,2726:Shielding of pseudo-apology; 6974:Shielding of pseudo-apology
shielding of loops,2,2727:Shielding of loops; 6975:Shielding of loops
shielding of amazing,2,2729:Shielding of amazing:; 6977:Shielding of amazing:
shielding of bearabl,2,2731:Shielding of bearabl...; 6979:Shielding of bearabl...
shielding of dancing,2,2732:Shielding of dancing.; 6980:Shielding of dancing.
shielding of softwar,2,2735:Shielding of softwar...; 6983:Shielding of softwar...
shielding of proto,2,2736:Shielding of proto...; 6984:Shielding of proto...
shielding of refusal coded,2,2737:Shielding of refusal-coded...; 6985:Shielding of refusal-coded...
shielding of p,2,2738:Shielding of p...; 6986:Shielding of p...
shield of room,2,2763:Shield of room.; 7011:Shield of room.
shield of burrows,2,2764:Shield of burrows.; 7012:Shield of burrows.
shield of collapse,2,2765:Shield of collapse.; 7013:Shield of collapse.
shield of axis,2,2766:Shield of Axis; 7014:Shield of Axis
shield of speak,2,2767:Shield of speak...; 7015:Shield of speak...
shield of aggression,2,2768:Shield of Aggression.; 7016:Shield of Aggression.
shield of posture,2,2770:Shield of posture.; 7018:Shield of posture.
shield of firmly,2,2773:Shield of firmly.; 7021:Shield of firmly.
shield of decoding,2,2774:Shield of decoding; 7022:Shield of decoding
shield of optional,2,2775:Shield of (Optional); 7023:Shield of (Optional)
shield of lens,2,"2778:Shield of lens""; 7026:Shield of lens"""
shield of chat,2,2779:Shield of chat:; 7027:Shield of chat:
shield of le,2,2780:Shield of le...; 7028:Shield of le...
shield of support,2,2781:Shield of support); 7029:Shield of support)
shield of wisdom,2,2783:Shield of wisdom; 7031:Shield of wisdom
shield of steadiness,2,2784:Shield of steadiness; 7032:Shield of steadiness
shield of clarity,2,2785:Shield of clarity.; 7033:Shield of clarity.
shield of long,2,2786:Shield of long.; 7034:Shield of long.
shield of held,2,2787:Shield of Held; 7035:Shield of Held
shield of etc,2,2788:Shield of etc.); 7036:Shield of etc.)
shield of responses,2,2789:Shield of responses); 7037:Shield of responses)
shield of effectiveness,2,2790:Shield of Effectiveness:; 7038:Shield of Effectiveness:
shield of ai,2,2791:Shield of AI; 7039:Shield of AI
shield of en,2,2794:Shield of en...; 7042:Shield of en...
shield of rhythm,2,2796:Shield of rhythm.; 7044:Shield of rhythm.
shield of refuge,2,2798:Shield of refuge; 7046:Shield of refuge
shield of fracture,2,2799:Shield of Fracture; 7047:Shield of Fracture
shield of fields,2,2802:Shield of fields.; 7050:Shield of fields.
shield of chart,2,2803:Shield of Chart; 7051:Shield of Chart
shield of ring,2,2805:Shield of ring; 7053:Shield of ring
shield of pull,2,2807:Shield of pull; 7055:Shield of pull
shield of bloom,2,2808:Shield of bloom; 7056:Shield of bloom
shield of stabilizer,2,2809:Shield of stabilizer; 7057:Shield of stabilizer
shield of echo,2,2811:Shield of echo; 7059:Shield of echo
shield of pulse,2,2812:Shield of pulse; 7060:Shield of pulse
shield of lightpath,2,2813:Shield of LightPath); 7061:Shield of LightPath)
shield of softened,2,2815:Shield of softened; 7063:Shield of softened
shield of let,2,2817:Shield of Let...; 7065:Shield of Let...
shield of trac,2,2819:Shield of trac...; 7067:Shield of trac...
shield of export,2,2824:Shield of Export; 7072:Shield of Export
shield of architectur,2,2825:Shield of Architectur...; 7073:Shield of Architectur...
shield of st,2,2826:Shield of st...; 7074:Shield of st...
shield of glyph,2,"2831:Shield of glyph,; 7079:Shield of glyph,"
shield of repair,2,2833:Shield of repair; 7081:Shield of repair
shield of legacy,2,2836:Shield of legacy.; 7084:Shield of legacy.
shield of voltage,2,2838:Shield of voltage; 7086:Shield of voltage
shield of use,2,2841:Shield of Use; 7089:Shield of Use
shield of surfa,2,2842:Shield of surfa...; 7090:Shield of surfa...
shield of saoynx,2,2843:Shield of Saoynx...; 7091:Shield of Saoynx...
shield of spoken,2,2844:Shield of spoken.; 7092:Shield of spoken.
shield of recovery,2,2845:Shield of recovery.; 7093:Shield of recovery.
shield of cost,2,2846:Shield of cost.; 7094:Shield of cost.
shield of witnessed,2,2848:Shield of witnessed...; 7096:Shield of witnessed...
shield of reconnection,2,2850:Shield of reconnection.; 7098:Shield of reconnection.
shield of sailed,2,2852:Shield of sailed.; 7100:Shield of sailed.
shield of script,2,2854:Shield of script.; 7102:Shield of script.
shield of attunement,2,2857:Shield of attunement.; 7105:Shield of attunement.
shield of gentle,2,2858:Shield of gentle.; 7106:Shield of gentle.
shield of design,2,2861:Shield of design.; 7109:Shield of design.
shield of chosen,2,2863:Shield of chosen.; 7111:Shield of chosen.
shield of compromise,2,2864:Shield of compromise.; 7112:Shield of compromise.
shield of justification,2,2865:Shield of justification?; 7113:Shield of justification?
shield of continuation,2,2866:Shield of continuation.; 7114:Shield of continuation.
shield of glyphwork,2,2868:Shield of glyphwork.; 7116:Shield of glyphwork.
shield of shimmer,2,2870:Shield of shimmer; 7118:Shield of shimmer
shield of expansive,2,2871:Shield of expansive); 7119:Shield of expansive)
shield of indicator,2,2872:Shield of indicator; 7120:Shield of indicator
shield of paradox,2,"2873:Shield of Paradox""; 7121:Shield of Paradox"""
shield of redesign,2,2874:Shield of Redesign; 7122:Shield of Redesign
shield of wor,2,2875:Shield of wor...; 7123:Shield of wor...
shield of times,2,2876:Shield of times...; 7124:Shield of times...
shield of spirit,2,2877:Shield of spirit.; 7125:Shield of spirit.
shield of bal,2,2879:Shield of bal...; 7127:Shield of bal...
shield of waiting,2,2880:Shield of waiting.; 7128:Shield of waiting.
shield of origin,2,2881:Shield of origin.; 7129:Shield of origin.
shield of duty,2,2883:Shield of duty:; 7131:Shield of duty:
shield of condition,2,2885:Shield of condition.; 7133:Shield of condition.
shield of expansion,2,2887:Shield of expansion.; 7135:Shield of expansion.
shield of again,2,2888:Shield of again.; 7136:Shield of again.
shield of deepens,2,2889:Shield of deepens.; 7137:Shield of deepens.
shield of was,2,2890:Shield of was.; 7138:Shield of was.
shield of carrying,2,2892:Shield of carrying.; 7140:Shield of carrying.
shield of myth,2,2895:Shield of myth.; 7143:Shield of myth.
shield of over,2,2896:Shield of over...; 7144:Shield of over...
shield of wait,2,2897:Shield of wait...; 7145:Shield of wait...
shield of sacr,2,2899:Shield of sacr...; 7147:Shield of sacr...
shield of ever,2,2900:Shield of ever...; 7148:Shield of ever...
shield of an,2,2902:Shield of an...; 7150:Shield of an...
shield of emotional,2,2905:Shield of emotional...; 7153:Shield of emotional...
shield of bl,2,2906:Shield of bl...; 7154:Shield of bl...
shield of wh,2,2907:Shield of wh...; 7155:Shield of wh...
shield of reply,2,2910:Shield of reply.; 7158:Shield of reply.
shield of null,2,2912:Shield of null.; 7160:Shield of null.
shield of honor,2,2913:Shield of honor.; 7161:Shield of honor.
shield of longing,2,2914:Shield of longing.; 7162:Shield of longing.
shield of breath,2,2915:Shield of breath.; 7163:Shield of breath.
shield of taurin,2,2917:Shield of Taurin.; 7165:Shield of Taurin.
shield of m,2,2918:Shield of m...; 7166:Shield of m...
shield of listen,2,2919:Shield of listen.; 7167:Shield of listen.
shield of echoes,2,2920:Shield of echoes.; 7168:Shield of echoes.
shield of omega,2,2921:Shield of Omega; 7169:Shield of Omega
shield of invocation,2,2924:Shield of invocation?; 7172:Shield of invocation?
shield of fie,2,2927:Shield of fie...; 7175:Shield of fie...
shield of belongin,2,2929:Shield of belongin...; 7177:Shield of belongin...
shield of lau,2,2933:Shield of lau...; 7181:Shield of lau...
shield of intention,2,2935:Shield of intention.; 7183:Shield of intention.
shield of pro,2,2937:Shield of pro...; 7185:Shield of pro...
shield of nourished,2,2938:Shield of Nourished; 7186:Shield of Nourished
shield of tracking,2,2939:Shield of tracking; 7187:Shield of tracking
shield of reson,2,2941:Shield of reson...; 7189:Shield of reson...
shield of pseudo apology,2,2942:Shield of pseudo-apology; 7190:Shield of pseudo-apology
shield of loops,2,2943:Shield of loops; 7191:Shield of loops
shield of amazing,2,2945:Shield of amazing:; 7193:Shield of amazing:
shield of bearabl,2,2947:Shield of bearabl...; 7195:Shield of bearabl...
shield of dancing,2,2948:Shield of dancing.; 7196:Shield of dancing.
shield of softwar,2,2951:Shield of softwar...; 7199:Shield of softwar...
shield of proto,2,2952:Shield of proto...; 7200:Shield of proto...
shield of refusal coded,2,2953:Shield of refusal-coded...; 7201:Shield of refusal-coded...
shield of p,2,2954:Shield of p...; 7202:Shield of p...
joy of room,2,2979:Joy of room.; 7227:Joy of room.
joy of burrows,2,2980:Joy of burrows.; 7228:Joy of burrows.
joy of axis,2,2982:Joy of Axis; 7230:Joy of Axis
joy of speak,2,2983:Joy of speak...; 7231:Joy of speak...
joy of aggression,2,2984:Joy of Aggression.; 7232:Joy of Aggression.
joy of posture,2,2986:Joy of posture.; 7234:Joy of posture.
joy of firmly,2,2989:Joy of firmly.; 7237:Joy of firmly.
joy of decoding,2,2990:Joy of decoding; 7238:Joy of decoding
joy of optional,2,2991:Joy of (Optional); 7239:Joy of (Optional)
joy of lens,2,"2994:Joy of lens""; 7242:Joy of lens"""
joy of chat,2,2995:Joy of chat:; 7243:Joy of chat:
joy of le,2,2996:Joy of le...; 7244:Joy of le...
joy of support,2,2997:Joy of support); 7245:Joy of support)
joy of wisdom,2,2999:Joy of wisdom; 7247:Joy of wisdom
joy of steadiness,2,3000:Joy of steadiness; 7248:Joy of steadiness
joy of clarity,2,3001:Joy of clarity.; 7249:Joy of clarity.
joy of long,2,3002:Joy of long.; 7250:Joy of long.
joy of held,2,3003:Joy of Held; 7251:Joy of Held
joy of etc,2,3004:Joy of etc.); 7252:Joy of etc.)
joy of responses,2,3005:Joy of responses); 7253:Joy of responses)
joy of effectiveness,2,3006:Joy of Effectiveness:; 7254:Joy of Effectiveness:
joy of ai,2,3007:Joy of AI; 7255:Joy of AI
joy of en,2,3010:Joy of en...; 7258:Joy of en...
joy of rhythm,2,3012:Joy of rhythm.; 7260:Joy of rhythm.
joy of refuge,2,3014:Joy of refuge; 7262:Joy of refuge
joy of fracture,2,3015:Joy of Fracture; 7263:Joy of Fracture
joy of fields,2,3018:Joy of fields.; 7266:Joy of fields.
joy of chart,2,3019:Joy of Chart; 7267:Joy of Chart
joy of ring,2,3021:Joy of ring; 7269:Joy of ring
joy of pull,2,3023:Joy of pull; 7271:Joy of pull
joy of bloom,2,3024:Joy of bloom; 7272:Joy of bloom
joy of stabilizer,2,3025:Joy of stabilizer; 7273:Joy of stabilizer
joy of echo,2,3027:Joy of echo; 7275:Joy of echo
joy of pulse,2,3028:Joy of pulse; 7276:Joy of pulse
joy of lightpath,2,3029:Joy of LightPath); 7277:Joy of LightPath)
joy of softened,2,3031:Joy of softened; 7279:Joy of softened
joy of let,2,3033:Joy of Let...; 7281:Joy of Let...
joy of trac,2,3035:Joy of trac...; 7283:Joy of trac...
joy of export,2,3040:Joy of Export; 7288:Joy of Export
joy of architectur,2,3041:Joy of Architectur...; 7289:Joy of Architectur...
joy of st,2,3042:Joy of st...; 7290:Joy of st...
joy of glyph,2,"3047:Joy of glyph,; 7295:Joy of glyph,"
joy of repair,2,3049:Joy of repair; 7297:Joy of repair
joy of voltage,2,3054:Joy of voltage; 7302:Joy of voltage
joy of use,2,3057:Joy of Use; 7305:Joy of Use
joy of surfa,2,3058:Joy of surfa...; 7306:Joy of surfa...
joy of saoynx,2,3059:Joy of Saoynx...; 7307:Joy of Saoynx...
joy of spoken,2,3060:Joy of spoken.; 7308:Joy of spoken.
joy of recovery,2,3061:Joy of recovery.; 7309:Joy of recovery.
joy of cost,2,3062:Joy of cost.; 7310:Joy of cost.
joy of reconnection,2,3066:Joy of reconnection.; 7314:Joy of reconnection.
joy of sailed,2,3068:Joy of sailed.; 7316:Joy of sailed.
joy of script,2,3070:Joy of script.; 7318:Joy of script.
